mcsteps,1,2,3,4,5,6,7,8,9,10
250000,88.0,0.0,12.0,4.0,1.0,0.0,11.0,2.0,6.0,9.0
260000,88.0,0.0,9.0,4.0,1.0,0.0,10.0,2.0,8.0,9.0
270000,88.0,0.0,5.0,4.0,1.0,0.0,9.0,3.0,10.0,9.0
280000,88.0,0.0,4.0,4.0,1.0,0.0,7.0,2.0,12.0,9.0
290000,88.0,0.0,3.0,4.0,1.0,0.0,8.0,0.0,13.0,9.0
300000,88.0,10.0,90.0,13.0,0.0,0.0,20.0,1.0,10.0,20.0
310000,88.0,6.0,27.0,3.0,0.0,0.0,9.0,2.0,3.0,8.0
320000,88.0,3.0,18.0,3.0,1.0,0.0,13.0,0.0,4.0,8.0
330000,88.0,3.0,16.0,3.0,1.0,0.0,14.0,1.0,2.0,7.0
340000,88.0,3.0,9.0,2.0,1.0,0.0,13.0,1.0,5.0,7.0
350000,88.0,3.0,7.0,2.0,1.0,0.0,11.0,2.0,6.0,6.0
360000,88.0,2.0,6.0,2.0,2.0,0.0,9.0,2.0,8.0,6.0
370000,88.0,1.0,6.0,2.0,2.0,0.0,9.0,0.0,10.0,6.0
380000,88.0,0.0,5.0,2.0,2.0,0.0,8.0,1.0,10.0,6.0
390000,88.0,0.0,4.0,2.0,1.0,0.0,2.0,6.0,11.0,6.0
400000,88.0,8.0,90.0,12.0,2.0,0.0,16.0,0.0,17.0,15.0
410000,88.0,2.0,41.0,4.0,1.0,0.0,7.0,1.0,4.0,7.0
420000,88.0,2.0,29.0,4.0,0.0,0.0,14.0,1.0,6.0,6.0
430000,88.0,1.0,22.0,4.0,0.0,0.0,17.0,1.0,7.0,6.0
440000,88.0,0.0,17.0,4.0,0.0,0.0,19.0,0.0,5.0,6.0
450000,88.0,0.0,13.0,4.0,0.0,0.0,16.0,4.0,5.0,6.0
460000,88.0,0.0,9.0,4.0,0.0,0.0,14.0,4.0,9.0,6.0
470000,88.0,0.0,7.0,4.0,0.0,0.0,15.0,0.0,12.0,6.0
480000,88.0,0.0,6.0,4.0,0.0,0.0,12.0,1.0,14.0,6.0
490000,88.0,0.0,3.0,4.0,0.0,0.0,9.0,4.0,14.0,6.0
500000,88.0,9.0,84.0,13.0,1.0,0.0,27.0,1.0,18.0,17.0
510000,88.0,3.0,21.0,3.0,0.0,0.0,16.0,0.0,2.0,6.0
520000,88.0,3.0,17.0,3.0,0.0,0.0,15.0,2.0,2.0,6.0
530000,88.0,1.0,13.0,3.0,1.0,0.0,17.0,2.0,4.0,6.0
540000,88.0,0.0,12.0,3.0,2.0,0.0,14.0,3.0,6.0,4.0
550000,88.0,0.0,6.0,3.0,1.0,0.0,14.0,3.0,9.0,4.0
560000,88.0,0.0,3.0,3.0,1.0,0.0,13.0,2.0,9.0,4.0
570000,88.0,0.0,1.0,3.0,0.0,0.0,11.0,1.0,12.0,4.0
580000,88.0,0.0,1.0,3.0,0.0,0.0,10.0,1.0,13.0,4.0
590000,88.0,0.0,1.0,3.0,0.0,0.0,8.0,1.0,14.0,4.0
600000,88.0,9.0,83.0,13.0,1.0,0.0,24.0,1.0,15.0,14.0
610000,88.0,2.0,26.0,9.0,2.0,0.0,14.0,2.0,1.0,8.0
620000,88.0,1.0,20.0,9.0,3.0,0.0,14.0,2.0,4.0,7.0
630000,88.0,0.0,16.0,9.0,2.0,0.0,15.0,2.0,5.0,7.0
640000,88.0,0.0,13.0,9.0,1.0,0.0,11.0,6.0,7.0,7.0
650000,88.0,0.0,10.0,9.0,1.0,0.0,12.0,0.0,13.0,7.0
660000,88.0,0.0,7.0,9.0,1.0,0.0,12.0,1.0,14.0,6.0
670000,88.0,0.0,4.0,8.0,1.0,0.0,12.0,3.0,15.0,6.0
680000,88.0,0.0,3.0,7.0,1.0,0.0,10.0,2.0,19.0,6.0
690000,88.0,0.0,1.0,7.0,0.0,0.0,9.0,1.0,21.0,6.0
700000,88.0,8.0,84.0,17.0,2.0,0.0,23.0,3.0,22.0,15.0
710000,88.0,4.0,24.0,10.0,3.0,0.0,16.0,2.0,0.0,8.0
720000,88.0,4.0,15.0,10.0,2.0,0.0,21.0,2.0,2.0,7.0
730000,88.0,2.0,12.0,10.0,3.0,0.0,20.0,0.0,6.0,7.0
740000,88.0,1.0,7.0,9.0,3.0,0.0,21.0,3.0,7.0,7.0
750000,88.0,1.0,3.0,8.0,2.0,0.0,22.0,3.0,10.0,5.0
760000,88.0,1.0,2.0,8.0,1.0,0.0,19.0,3.0,14.0,5.0
770000,88.0,0.0,1.0,8.0,2.0,0.0,16.0,1.0,19.0,5.0
780000,88.0,0.0,1.0,8.0,2.0,0.0,14.0,1.0,20.0,5.0
790000,88.0,0.0,0.0,8.0,1.0,0.0,10.0,3.0,22.0,5.0
800000,88.0,9.0,80.0,17.0,1.0,0.0,28.0,1.0,24.0,15.0
810000,88.0,3.0,28.0,7.0,1.0,0.0,18.0,3.0,0.0,6.0
820000,88.0,3.0,19.0,6.0,1.0,0.0,21.0,2.0,4.0,6.0
830000,88.0,3.0,9.0,5.0,1.0,0.0,25.0,3.0,5.0,7.0
840000,88.0,3.0,5.0,5.0,1.0,0.0,20.0,7.0,9.0,7.0
850000,88.0,1.0,4.0,5.0,1.0,0.0,16.0,5.0,16.0,7.0
860000,88.0,0.0,2.0,5.0,1.0,0.0,16.0,0.0,22.0,7.0
870000,88.0,0.0,0.0,5.0,1.0,0.0,9.0,6.0,23.0,7.0
880000,88.0,0.0,0.0,3.0,1.0,0.0,7.0,1.0,29.0,7.0
890000,88.0,0.0,0.0,3.0,1.0,0.0,5.0,2.0,30.0,7.0
900000,88.0,10.0,78.0,13.0,0.0,0.0,25.0,2.0,32.0,17.0
910000,88.0,2.0,29.0,4.0,0.0,0.0,14.0,0.0,1.0,11.0
920000,88.0,0.0,23.0,4.0,1.0,0.0,17.0,1.0,1.0,10.0
930000,88.0,0.0,13.0,3.0,1.0,0.0,23.0,2.0,2.0,10.0
940000,88.0,0.0,11.0,3.0,1.0,0.0,17.0,4.0,6.0,10.0
950000,88.0,0.0,8.0,3.0,1.0,0.0,16.0,2.0,11.0,10.0
960000,88.0,0.0,7.0,3.0,1.0,0.0,14.0,0.0,14.0,10.0
970000,88.0,0.0,3.0,3.0,1.0,0.0,14.0,0.0,17.0,10.0
980000,88.0,0.0,1.0,3.0,1.0,0.0,8.0,4.0,19.0,10.0
990000,88.0,0.0,1.0,3.0,1.0,0.0,4.0,4.0,23.0,10.0
1000000,88.0,9.0,76.0,13.0,1.0,0.0,27.0,2.0,27.0,20.0
