mcsteps,1,2,3,4,5,6,7,8,9,10
420000,79.0,4.0,32.0,7.0,0.0,0.0,11.0,0.0,2.0,11.0
430000,79.0,4.0,25.0,7.0,0.0,0.0,12.0,1.0,2.0,10.0
440000,79.0,4.0,23.0,5.0,0.0,0.0,12.0,0.0,1.0,10.0
450000,79.0,4.0,17.0,5.0,0.0,0.0,17.0,0.0,1.0,10.0
460000,79.0,3.0,11.0,5.0,0.0,0.0,18.0,3.0,1.0,10.0
470000,79.0,1.0,8.0,5.0,2.0,0.0,17.0,1.0,5.0,10.0
480000,79.0,1.0,5.0,5.0,1.0,0.0,15.0,3.0,6.0,9.0
490000,79.0,0.0,3.0,5.0,0.0,0.0,12.0,4.0,9.0,9.0
500000,79.0,10.0,93.0,15.0,0.0,0.0,20.0,1.0,12.0,19.0
510000,79.0,3.0,34.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0
520000,79.0,3.0,29.0,8.0,0.0,0.0,8.0,1.0,0.0,8.0
530000,79.0,3.0,25.0,7.0,0.0,0.0,9.0,0.0,1.0,8.0
540000,79.0,2.0,16.0,7.0,1.0,0.0,7.0,3.0,1.0,8.0
550000,79.0,1.0,14.0,7.0,1.0,0.0,5.0,1.0,5.0,8.0
560000,79.0,1.0,10.0,7.0,0.0,0.0,4.0,1.0,6.0,8.0
570000,79.0,1.0,10.0,7.0,0.0,0.0,3.0,0.0,8.0,8.0
580000,79.0,0.0,8.0,7.0,0.0,0.0,3.0,0.0,8.0,8.0
590000,79.0,0.0,7.0,7.0,0.0,0.0,3.0,0.0,8.0,8.0
600000,79.0,9.0,97.0,16.0,1.0,0.0,13.0,0.0,8.0,19.0
610000,79.0,3.0,34.0,11.0,1.0,0.0,12.0,0.0,0.0,6.0
620000,79.0,3.0,24.0,11.0,1.0,0.0,18.0,1.0,0.0,6.0
630000,79.0,3.0,15.0,11.0,0.0,0.0,20.0,2.0,2.0,6.0
640000,79.0,3.0,11.0,11.0,0.0,0.0,18.0,2.0,3.0,6.0
650000,79.0,3.0,10.0,11.0,0.0,0.0,15.0,3.0,5.0,6.0
660000,79.0,3.0,5.0,11.0,0.0,0.0,15.0,1.0,8.0,6.0
670000,79.0,1.0,2.0,11.0,0.0,0.0,11.0,3.0,10.0,6.0
680000,79.0,0.0,1.0,11.0,0.0,0.0,9.0,2.0,11.0,6.0
690000,79.0,0.0,1.0,11.0,0.0,0.0,8.0,0.0,14.0,6.0
700000,79.0,10.0,92.0,21.0,0.0,0.0,17.0,0.0,14.0,16.0
710000,79.0,6.0,35.0,12.0,0.0,0.0,12.0,0.0,0.0,9.0
720000,79.0,4.0,28.0,11.0,1.0,0.0,13.0,4.0,0.0,8.0
730000,79.0,4.0,22.0,11.0,1.0,0.0,16.0,1.0,4.0,8.0
740000,79.0,4.0,18.0,11.0,1.0,0.0,14.0,3.0,5.0,7.0
750000,79.0,3.0,12.0,11.0,1.0,0.0,11.0,1.0,11.0,7.0
760000,79.0,3.0,8.0,11.0,1.0,0.0,12.0,1.0,12.0,7.0
770000,79.0,1.0,4.0,11.0,0.0,0.0,12.0,1.0,14.0,7.0
780000,79.0,0.0,3.0,11.0,0.0,0.0,11.0,1.0,15.0,6.0
790000,79.0,0.0,1.0,11.0,0.0,0.0,13.0,0.0,16.0,6.0
800000,79.0,10.0,86.0,21.0,0.0,0.0,27.0,1.0,16.0,16.0
810000,79.0,5.0,31.0,10.0,1.0,0.0,9.0,0.0,0.0,11.0
820000,79.0,5.0,26.0,10.0,0.0,0.0,10.0,1.0,0.0,11.0
830000,79.0,5.0,21.0,10.0,0.0,0.0,12.0,2.0,1.0,11.0
840000,79.0,4.0,16.0,9.0,0.0,0.0,10.0,2.0,4.0,11.0
850000,79.0,4.0,14.0,9.0,0.0,0.0,10.0,0.0,5.0,11.0
860000,79.0,3.0,8.0,9.0,0.0,0.0,9.0,2.0,5.0,11.0
870000,79.0,1.0,5.0,7.0,0.0,0.0,12.0,0.0,6.0,12.0
880000,79.0,1.0,4.0,7.0,0.0,0.0,11.0,0.0,7.0,12.0
890000,79.0,0.0,3.0,7.0,0.0,0.0,9.0,2.0,7.0,12.0
900000,79.0,10.0,86.0,17.0,0.0,0.0,23.0,2.0,9.0,22.0
910000,79.0,5.0,37.0,7.0,1.0,0.0,9.0,2.0,1.0,17.0
920000,79.0,5.0,31.0,7.0,1.0,0.0,9.0,2.0,3.0,17.0
930000,79.0,4.0,20.0,7.0,1.0,0.0,13.0,2.0,5.0,17.0
940000,79.0,4.0,12.0,6.0,1.0,0.0,14.0,1.0,6.0,17.0
950000,79.0,2.0,10.0,5.0,1.0,0.0,15.0,1.0,7.0,16.0
960000,79.0,1.0,6.0,5.0,0.0,0.0,15.0,2.0,8.0,16.0
970000,79.0,0.0,5.0,5.0,1.0,0.0,11.0,3.0,11.0,15.0
980000,79.0,0.0,2.0,5.0,1.0,0.0,12.0,1.0,14.0,14.0
990000,79.0,0.0,1.0,5.0,0.0,0.0,11.0,1.0,15.0,14.0
1000000,79.0,10.0,87.0,15.0,0.0,0.0,25.0,0.0,16.0,24.0
