meanconcen,il8mean,il1mean,il6mean,il10mean,tnfmean,tgfmean,il8std,il1std,il6std,il10std,tnfstd,tgfstd
0,6.4903833e-09,0.0,0.0,0.0,0.0,0.0,1.19728645e-08,0.0,0.0,0.0,0.0,0.0
10000,1.7958744e-08,0.0,0.0,0.0,0.0,0.0,2.2483706e-08,0.0,0.0,0.0,0.0,0.0
20000,2.2399451e-08,0.0,0.0,0.0,0.0,0.0,2.792068e-08,0.0,0.0,0.0,0.0,0.0
30000,2.7198512e-08,0.0,2.2253942e-10,2.8803827e-11,6.1850164e-11,0.0,3.1820715e-08,0.0,3.0431808e-09,3.9388645e-10,8.457883e-10,0.0
40000,3.0728415e-08,1.8767828e-10,1.1686483e-09,1.5126032e-10,5.5679955e-10,5.6846683e-10,3.454225e-08,2.5039408e-09,6.894e-09,8.9230767e-10,3.6195542e-09,4.3541197e-09
50000,3.419025e-08,3.9757056e-10,2.4755864e-10,3.2042126e-11,5.60259e-10,1.0063752e-09,3.6517484e-08,3.6329084e-09,3.2087266e-09,4.153134e-10,4.571137e-09,5.7637264e-09
60000,3.7013603e-08,4.1474646e-10,3.312869e-24,0.0,5.1269095e-10,2.0937412e-10,3.7849244e-08,3.7095997e-09,0.0,0.0,4.585648e-09,2.65665e-09
70000,4.183295e-08,2.2853508e-10,2.846082e-10,3.6837547e-11,3.6160408e-10,4.4341076e-16,3.879061e-08,2.7613793e-09,3.438934e-09,4.4510975e-10,3.5384737e-09,5.355458e-15
80000,4.546703e-08,2.4344227e-10,1.2126858e-09,1.5695999e-10,6.3796596e-10,2.4578722e-10,3.9272013e-08,2.8493659e-09,7.0188824e-09,9.084716e-10,4.001116e-09,2.8768528e-09
90000,4.863469e-08,2.5645178e-10,1.2775004e-09,1.6534721e-10,6.7205574e-10,1.2983015e-09,3.9502947e-08,2.9239322e-09,7.198219e-09,9.316838e-10,4.103834e-09,6.5175203e-09
100000,2.58312e-08,4.7417794e-15,3.3208772e-10,4.2977295e-11,9.22844e-11,1.0826229e-09,3.780353e-08,6.507843e-14,3.7123489e-09,4.80499e-10,1.0317706e-09,5.978701e-09
110000,4.0866805e-08,1.1038527e-14,5.633053e-14,2.1650275e-16,3.4166612e-17,8.510036e-10,4.1250946e-08,1.1652152e-13,7.1029375e-13,2.7299959e-15,4.3081504e-16,5.314545e-09
120000,4.262664e-08,1.5595782e-14,8.411421e-14,3.427767e-16,5.27606e-17,3.0884532e-14,4.1574438e-08,1.6180418e-13,1.0436553e-12,4.2537347e-15,6.5472756e-16,2.359724e-13
130000,4.472483e-08,2.3579319e-14,2.907622e-10,3.662001e-11,7.8223664e-11,4.1761414e-14,4.1802778e-08,2.1848497e-13,3.4172114e-09,4.4212267e-10,9.493745e-10,3.9700703e-13
140000,4.78208e-08,3.0763983e-14,2.0315353e-13,8.250872e-16,1.2590339e-16,4.8808113e-10,4.19191e-08,2.8725394e-13,1.9606628e-12,8.489168e-15,1.3724338e-15,4.0538257e-09
150000,4.9152668e-08,2.452538e-10,9.1644764e-10,1.1858048e-10,5.577481e-10,4.9526716e-10,4.2048264e-08,2.8596665e-09,6.1228564e-09,7.925021e-10,3.9035575e-09,4.068145e-09
160000,5.0524648e-08,5.014591e-10,6.2482464e-10,8.0824375e-11,7.933704e-10,1.2694312e-09,4.209987e-08,4.07346e-09,5.0729194e-09,6.566063e-10,5.2084976e-09,6.446966e-09
170000,5.3120903e-08,5.2497706e-10,5.167827e-13,2.325409e-15,6.488749e-10,1.3252213e-09,4.1849955e-08,4.1663664e-09,4.1625358e-12,1.9204002e-14,5.150282e-09,6.5714363e-09
180000,5.5218536e-08,2.7100183e-10,6.7710487e-10,8.738116e-11,5.2247207e-10,1.0983215e-09,4.1423128e-08,3.004684e-09,5.2831908e-09,6.824446e-10,3.976951e-09,6.0143557e-09
190000,5.7720314e-08,2.8240263e-10,8.224341e-13,3.9069827e-15,3.4897524e-10,1.7153272e-09,4.092367e-08,3.0666185e-09,6.275053e-12,3.0183924e-14,3.7908334e-09,7.442195e-09
200000,2.8720173e-08,9.694982e-13,5.7681034e-12,1.4179605e-13,9.1777504e-14,5.6194666e-10,4.060279e-08,9.207542e-12,8.09963e-11,2.166756e-12,1.4170505e-12,4.33108e-09
210000,4.4924786e-08,1.0327501e-13,8.6404614e-13,4.319783e-15,7.8297365e-16,4.3255013e-12,4.367036e-08,9.117415e-13,7.514755e-12,3.7697716e-14,6.8507965e-15,4.1064218e-11
220000,4.520085e-08,1.2204353e-13,1.0383057e-12,5.0923646e-15,9.21083e-16,1.7141157e-11,4.3695216e-08,1.0320695e-12,8.600665e-12,4.3969982e-14,8.021019e-15,1.8353617e-10
230000,4.7535057e-08,1.6012541e-13,2.9985628e-10,3.7351393e-11,7.9480596e-11,2.3223372e-10,4.3666084e-08,1.1928876e-12,3.441892e-09,4.4510962e-10,9.55759e-10,2.7879243e-09
240000,4.8940223e-08,9.248727e-13,1.3283208e-12,7.139262e-15,1.3505821e-15,4.8126503e-10,4.3719936e-08,8.527401e-12,1.1206908e-11,5.999346e-14,1.12037285e-14,3.9827217e-09
250000,5.0399425e-08,2.0683462e-13,1.6120339e-12,8.405901e-15,1.5691202e-15,4.907754e-10,4.3752024e-08,1.5254928e-12,1.261789e-11,6.8780715e-14,1.2939609e-14,4.038937e-09
260000,5.1717457e-08,4.6340935e-12,3.0931577e-10,3.982655e-11,8.550883e-11,5.3605786e-10,4.3609457e-08,4.9411045e-11,3.574196e-09,4.6263157e-10,9.93405e-10,4.0879455e-09
270000,5.426742e-08,2.8419595e-13,1.2892234e-09,1.666301e-10,3.5778158e-10,7.9031864e-10,4.3206676e-08,1.9457266e-12,7.2246555e-09,9.351452e-10,2.0080317e-09,5.116648e-09
280000,5.5563007e-08,2.4543952e-12,6.610103e-10,8.528998e-11,1.831195e-10,2.1453115e-09,4.3121712e-08,2.1351471e-11,5.2084754e-09,6.7417605e-10,1.4476542e-09,8.25408e-09
290000,5.7472466e-08,4.489475e-13,1.3629666e-09,1.7611564e-10,3.7814368e-10,2.490451e-09,4.2737895e-08,2.55225e-12,7.4205944e-09,9.605174e-10,2.0625144e-09,8.84582e-09
300000,2.8431561e-08,1.300348e-12,6.680565e-10,8.630439e-11,1.8530567e-10,1.5156897e-09,4.142607e-08,1.5118509e-11,5.2391047e-09,6.781288e-10,1.4561409e-09,6.964642e-09
310000,4.9381654e-08,8.779034e-13,2.39511e-12,1.4449701e-14,2.9387605e-15,3.2526803e-10,4.448371e-08,5.512183e-12,1.9581985e-11,1.2207665e-13,2.4885425e-14,2.9807072e-09
320000,4.9893206e-08,1.5918617e-12,2.428636e-12,1.560723e-14,3.2608579e-15,2.4865923e-10,4.445604e-08,1.1400339e-11,2.0800034e-11,1.3271724e-13,2.7287827e-14,2.8321514e-09
330000,5.1327856e-08,5.9011476e-13,2.7878032e-12,1.7473409e-14,3.6145996e-15,2.517301e-10,4.445356e-08,3.4389464e-12,2.2311916e-11,1.4520969e-13,3.0127078e-14,2.8663123e-09
340000,5.3035656e-08,1.0558784e-12,6.226574e-10,8.024311e-11,1.722682e-10,1.2651546e-11,4.4172097e-08,6.8511967e-12,5.054133e-09,6.542045e-10,1.4047711e-09,6.312507e-11
350000,5.3809146e-08,8.551468e-13,6.329676e-10,8.145422e-11,1.7485957e-10,6.832213e-10,4.4224322e-08,4.872099e-12,5.0924056e-09,6.590311e-10,1.415134e-09,4.5319357e-09
360000,5.625372e-08,2.654082e-10,6.5973077e-10,8.46541e-11,5.061405e-10,1.0850271e-09,4.352311e-08,2.9575844e-09,5.188046e-09,6.7157563e-10,3.915309e-09,5.900987e-09
370000,5.8801074e-08,2.811871e-10,1.036202e-09,1.3326269e-10,6.2645866e-10,1.6792072e-09,4.3178492e-08,3.077772e-09,6.5002483e-09,8.3912927e-10,4.132324e-09,7.351645e-09
380000,5.9910384e-08,2.81225e-10,1.054442e-09,1.354698e-10,6.3679795e-10,1.9945423e-09,4.2868972e-08,3.053823e-09,6.54162e-09,8.456688e-10,4.164929e-09,7.963432e-09
390000,6.157946e-08,9.018223e-13,4.0079836e-12,3.0030852e-14,6.713694e-15,2.9151719e-09,4.2317573e-08,5.5035802e-12,3.134532e-11,2.3273703e-13,5.176889e-14,9.493365e-09
400000,3.010147e-08,6.4424394e-13,2.6147433e-12,1.633752e-14,3.5443617e-15,1.272741e-09,4.2196852e-08,4.217936e-12,2.3066509e-11,1.711639e-13,3.8405677e-14,6.390456e-09
410000,4.7798036e-08,7.9858635e-13,3.3367742e-12,2.571806e-14,5.8556345e-15,4.5437146e-10,4.5138595e-08,5.4175458e-12,2.9404836e-11,2.2786875e-13,5.1651347e-14,3.8648937e-09
