mcsteps,1,2,3,4,5,6,7,8,9,10
510000,109.0,3.0,48.0,8.0,0.0,0.0,11.0,0.0,1.0,9.0
520000,109.0,3.0,39.0,8.0,0.0,0.0,16.0,2.0,1.0,9.0
530000,109.0,3.0,26.0,8.0,0.0,0.0,21.0,0.0,6.0,9.0
540000,109.0,2.0,18.0,8.0,0.0,0.0,23.0,2.0,7.0,8.0
550000,109.0,2.0,13.0,8.0,0.0,0.0,22.0,1.0,9.0,8.0
560000,109.0,2.0,11.0,8.0,0.0,0.0,19.0,1.0,10.0,8.0
570000,109.0,2.0,7.0,7.0,0.0,0.0,17.0,1.0,12.0,8.0
580000,109.0,0.0,6.0,7.0,0.0,0.0,14.0,3.0,13.0,8.0
590000,109.0,0.0,5.0,7.0,0.0,0.0,12.0,1.0,16.0,8.0
600000,109.0,8.0,92.0,17.0,2.0,0.0,24.0,1.0,17.0,18.0
610000,109.0,3.0,39.0,10.0,2.0,0.0,8.0,0.0,0.0,11.0
620000,109.0,2.0,31.0,10.0,3.0,0.0,10.0,0.0,0.0,11.0
630000,109.0,2.0,25.0,9.0,2.0,0.0,12.0,1.0,0.0,10.0
640000,109.0,1.0,17.0,9.0,3.0,0.0,14.0,2.0,1.0,10.0
650000,109.0,1.0,13.0,9.0,2.0,0.0,11.0,3.0,3.0,10.0
660000,109.0,1.0,12.0,9.0,2.0,0.0,11.0,0.0,6.0,8.0
670000,109.0,0.0,9.0,9.0,2.0,0.0,11.0,1.0,6.0,8.0
680000,109.0,0.0,8.0,9.0,1.0,0.0,9.0,3.0,7.0,8.0
690000,109.0,0.0,4.0,9.0,1.0,0.0,8.0,3.0,10.0,8.0
700000,109.0,10.0,87.0,19.0,0.0,0.0,24.0,1.0,12.0,18.0
710000,109.0,5.0,34.0,9.0,0.0,0.0,13.0,1.0,0.0,7.0
720000,109.0,5.0,24.0,9.0,0.0,0.0,16.0,2.0,2.0,7.0
730000,109.0,4.0,16.0,9.0,0.0,0.0,15.0,2.0,5.0,7.0
740000,109.0,3.0,11.0,9.0,0.0,0.0,12.0,4.0,7.0,7.0
750000,109.0,3.0,7.0,9.0,0.0,0.0,12.0,0.0,11.0,6.0
760000,109.0,2.0,5.0,9.0,0.0,0.0,12.0,1.0,10.0,6.0
770000,109.0,1.0,4.0,9.0,0.0,0.0,9.0,3.0,11.0,6.0
780000,109.0,0.0,3.0,9.0,0.0,0.0,7.0,1.0,14.0,6.0
790000,109.0,0.0,2.0,8.0,0.0,0.0,7.0,0.0,15.0,6.0
800000,109.0,10.0,90.0,18.0,0.0,0.0,18.0,0.0,16.0,16.0
810000,109.0,3.0,31.0,7.0,2.0,0.0,7.0,0.0,0.0,10.0
820000,109.0,3.0,20.0,7.0,2.0,0.0,13.0,0.0,0.0,10.0
830000,109.0,3.0,17.0,7.0,2.0,0.0,11.0,2.0,0.0,10.0
840000,109.0,3.0,16.0,7.0,1.0,0.0,11.0,0.0,2.0,10.0
850000,109.0,2.0,12.0,7.0,1.0,0.0,14.0,0.0,2.0,10.0
860000,109.0,1.0,8.0,6.0,2.0,0.0,15.0,0.0,2.0,9.0
870000,109.0,1.0,4.0,6.0,1.0,0.0,16.0,0.0,3.0,9.0
880000,109.0,1.0,4.0,6.0,0.0,0.0,15.0,1.0,3.0,9.0
890000,109.0,1.0,2.0,6.0,0.0,0.0,14.0,1.0,4.0,9.0
900000,109.0,11.0,85.0,16.0,0.0,0.0,27.0,2.0,5.0,19.0
910000,109.0,5.0,31.0,7.0,0.0,0.0,14.0,2.0,1.0,6.0
920000,109.0,3.0,23.0,7.0,0.0,0.0,17.0,1.0,3.0,6.0
930000,109.0,3.0,19.0,7.0,0.0,0.0,14.0,2.0,6.0,6.0
940000,109.0,3.0,13.0,7.0,0.0,0.0,13.0,5.0,8.0,6.0
950000,109.0,2.0,11.0,7.0,0.0,0.0,15.0,0.0,13.0,6.0
960000,109.0,2.0,9.0,6.0,0.0,0.0,14.0,1.0,13.0,6.0
970000,109.0,1.0,7.0,6.0,0.0,0.0,8.0,5.0,14.0,6.0
980000,109.0,0.0,5.0,6.0,0.0,0.0,7.0,1.0,19.0,6.0
990000,109.0,0.0,5.0,6.0,0.0,0.0,7.0,0.0,18.0,6.0
1000000,109.0,8.0,96.0,16.0,2.0,0.0,16.0,0.0,18.0,16.0
