mcsteps,1,2,3,4,5,6,7,8,9,10
290000,96.0,0.0,3.0,5.0,0.0,0.0,9.0,1.0,11.0,8.0
300000,96.0,10.0,93.0,15.0,0.0,0.0,19.0,0.0,9.0,17.0
310000,96.0,6.0,42.0,6.0,0.0,0.0,11.0,1.0,5.0,9.0
320000,96.0,5.0,35.0,6.0,0.0,0.0,16.0,0.0,4.0,9.0
330000,96.0,5.0,27.0,6.0,0.0,0.0,19.0,1.0,2.0,9.0
340000,96.0,4.0,18.0,6.0,0.0,0.0,19.0,0.0,4.0,9.0
350000,96.0,2.0,16.0,6.0,0.0,0.0,16.0,1.0,6.0,9.0
360000,96.0,2.0,11.0,6.0,0.0,0.0,15.0,2.0,7.0,9.0
370000,96.0,1.0,8.0,6.0,0.0,0.0,16.0,0.0,9.0,9.0
380000,96.0,1.0,5.0,6.0,0.0,0.0,16.0,0.0,9.0,8.0
390000,96.0,0.0,4.0,6.0,0.0,0.0,14.0,2.0,8.0,8.0
400000,96.0,9.0,94.0,16.0,1.0,0.0,22.0,2.0,9.0,17.0
410000,96.0,6.0,38.0,9.0,0.0,0.0,5.0,1.0,1.0,9.0
420000,96.0,4.0,33.0,7.0,1.0,0.0,5.0,1.0,2.0,10.0
430000,96.0,3.0,28.0,7.0,1.0,0.0,8.0,1.0,3.0,10.0
440000,96.0,2.0,23.0,7.0,1.0,0.0,8.0,4.0,3.0,10.0
450000,96.0,1.0,19.0,7.0,1.0,0.0,9.0,0.0,7.0,10.0
460000,96.0,1.0,14.0,7.0,1.0,0.0,9.0,0.0,7.0,10.0
470000,96.0,1.0,12.0,7.0,1.0,0.0,8.0,0.0,8.0,10.0
480000,96.0,0.0,7.0,7.0,1.0,0.0,6.0,2.0,8.0,10.0
490000,96.0,0.0,4.0,7.0,1.0,0.0,7.0,0.0,10.0,10.0
500000,96.0,9.0,87.0,16.0,1.0,0.0,22.0,2.0,10.0,21.0
510000,96.0,2.0,37.0,9.0,2.0,0.0,13.0,1.0,1.0,11.0
520000,96.0,2.0,29.0,9.0,2.0,0.0,15.0,1.0,2.0,11.0
530000,96.0,2.0,21.0,9.0,1.0,0.0,12.0,5.0,3.0,11.0
540000,96.0,1.0,17.0,8.0,2.0,0.0,12.0,3.0,8.0,10.0
550000,96.0,1.0,14.0,8.0,2.0,0.0,12.0,0.0,11.0,10.0
560000,96.0,1.0,10.0,8.0,2.0,0.0,11.0,1.0,9.0,10.0
570000,96.0,1.0,7.0,8.0,1.0,0.0,11.0,1.0,10.0,10.0
580000,96.0,1.0,3.0,7.0,0.0,0.0,8.0,3.0,11.0,10.0
590000,96.0,0.0,1.0,7.0,0.0,0.0,7.0,0.0,15.0,10.0
600000,96.0,10.0,94.0,17.0,0.0,0.0,14.0,0.0,15.0,20.0
610000,96.0,3.0,33.0,3.0,1.0,0.0,9.0,0.0,0.0,8.0
620000,96.0,3.0,24.0,3.0,1.0,0.0,13.0,1.0,0.0,8.0
630000,96.0,3.0,21.0,3.0,1.0,0.0,12.0,1.0,2.0,8.0
640000,96.0,3.0,14.0,3.0,1.0,0.0,15.0,1.0,3.0,8.0
650000,96.0,3.0,11.0,3.0,1.0,0.0,12.0,2.0,4.0,8.0
660000,96.0,1.0,8.0,3.0,1.0,0.0,12.0,2.0,6.0,8.0
670000,96.0,1.0,6.0,3.0,1.0,0.0,10.0,1.0,8.0,8.0
680000,96.0,0.0,5.0,3.0,2.0,0.0,9.0,1.0,8.0,8.0
690000,96.0,0.0,3.0,3.0,2.0,0.0,7.0,1.0,9.0,8.0
700000,96.0,9.0,86.0,13.0,1.0,0.0,24.0,0.0,9.0,18.0
710000,96.0,7.0,31.0,5.0,1.0,0.0,18.0,1.0,1.0,8.0
720000,96.0,7.0,22.0,5.0,0.0,0.0,20.0,1.0,2.0,7.0
730000,96.0,6.0,15.0,5.0,0.0,0.0,16.0,4.0,3.0,6.0
740000,96.0,6.0,13.0,5.0,0.0,0.0,14.0,1.0,7.0,6.0
750000,96.0,5.0,10.0,5.0,1.0,0.0,11.0,2.0,9.0,6.0
760000,96.0,4.0,6.0,5.0,1.0,0.0,12.0,1.0,12.0,6.0
770000,96.0,2.0,5.0,5.0,1.0,0.0,12.0,0.0,12.0,6.0
780000,96.0,1.0,3.0,5.0,0.0,0.0,10.0,1.0,12.0,6.0
790000,96.0,0.0,2.0,5.0,0.0,0.0,8.0,2.0,13.0,6.0
800000,96.0,9.0,86.0,14.0,1.0,0.0,23.0,1.0,15.0,17.0
810000,96.0,3.0,30.0,5.0,2.0,0.0,13.0,0.0,0.0,5.0
820000,96.0,2.0,28.0,4.0,2.0,0.0,12.0,1.0,0.0,5.0
830000,96.0,2.0,25.0,4.0,2.0,0.0,12.0,2.0,1.0,5.0
840000,96.0,1.0,16.0,3.0,3.0,0.0,15.0,0.0,3.0,5.0
850000,96.0,1.0,11.0,3.0,3.0,0.0,12.0,6.0,4.0,5.0
860000,96.0,1.0,7.0,3.0,3.0,0.0,12.0,0.0,10.0,5.0
870000,96.0,1.0,6.0,3.0,1.0,0.0,12.0,0.0,10.0,5.0
880000,96.0,0.0,2.0,3.0,0.0,0.0,13.0,0.0,10.0,5.0
890000,96.0,0.0,0.0,2.0,0.0,0.0,11.0,1.0,11.0,5.0
900000,96.0,10.0,87.0,11.0,0.0,0.0,21.0,2.0,13.0,16.0
910000,96.0,4.0,42.0,7.0,1.0,0.0,9.0,0.0,0.0,4.0
920000,96.0,4.0,32.0,7.0,1.0,0.0,13.0,2.0,0.0,4.0
930000,96.0,2.0,27.0,7.0,2.0,0.0,14.0,0.0,2.0,4.0
940000,96.0,2.0,22.0,7.0,1.0,0.0,16.0,0.0,2.0,4.0
950000,96.0,1.0,18.0,7.0,1.0,0.0,12.0,3.0,3.0,4.0
960000,96.0,0.0,15.0,6.0,1.0,0.0,11.0,1.0,6.0,4.0
970000,96.0,0.0,7.0,6.0,1.0,0.0,10.0,3.0,7.0,4.0
980000,96.0,0.0,4.0,6.0,1.0,0.0,9.0,0.0,9.0,4.0
990000,96.0,0.0,1.0,6.0,0.0,0.0,9.0,0.0,9.0,3.0
1000000,96.0,8.0,80.0,16.0,2.0,0.0,27.0,2.0,8.0,13.0
