meanconcen,il8mean,il1mean,il6mean,il10mean,tnfmean,tgfmean,il8std,il1std,il6std,il10std,tnfstd,tgfstd
0,5.8853886e-09,0.0,0.0,0.0,0.0,0.0,1.1038261e-08,0.0,0.0,0.0,0.0,0.0
10000,1.6894951e-08,1.3990391e-10,0.0,0.0,1.7023802e-10,0.0,2.097657e-08,2.1808864e-09,0.0,0.0,2.653748e-09,0.0
20000,2.1336284e-08,2.7995342e-10,0.0,0.0,3.460664e-10,0.0,2.6114083e-08,3.0539313e-09,0.0,0.0,3.7751384e-09,0.0
30000,2.569261e-08,4.479255e-10,3.4008985e-10,6.283684e-11,6.5706474e-10,1.79394e-10,2.9754975e-08,3.853201e-09,3.5911292e-09,6.635165e-10,4.8748743e-09,2.6849234e-09
40000,2.9238935e-08,4.731614e-10,7.193806e-10,1.3278237e-10,8.032773e-10,3.7366354e-10,3.2307792e-08,3.958752e-09,5.199994e-09,9.598063e-10,5.11702e-09,3.8380175e-09
50000,3.2767936e-08,5.0934e-10,9.57442e-10,1.7675894e-10,9.137306e-10,7.987465e-10,3.411924e-08,4.127534e-09,5.979235e-09,1.1038592e-09,5.3312816e-09,5.591331e-09
60000,3.7404313e-08,1.8458475e-10,8.419125e-10,1.5539914e-10,4.8374793e-10,1.0933627e-09,3.526648e-08,2.4833333e-09,5.6162706e-09,1.0366418e-09,3.4947945e-09,6.5047243e-09
70000,4.2294715e-08,2.0360255e-10,4.281579e-21,2.037681e-26,2.5168465e-10,9.650015e-10,3.586013e-08,2.6073848e-09,4.882718e-20,0.0,3.223136e-09,6.1204832e-09
80000,4.492042e-08,2.1146133e-10,9.626682e-10,1.7784098e-10,5.537064e-10,7.513672e-10,3.61782e-08,2.6558054e-09,5.991605e-09,1.1070457e-09,3.7337915e-09,5.4143965e-09
90000,4.8600864e-08,9.826654e-13,2.5803856e-10,4.7484645e-11,7.805843e-11,1.0735676e-09,3.6118387e-08,1.04912684e-11,3.1391747e-09,5.776755e-10,9.49618e-10,6.4550427e-09
