meanconcen,il8mean,il1mean,il6mean,il10mean,tnfmean,tgfmean,il8std,il1std,il6std,il10std,tnfstd,tgfstd
0,4.9242486e-09,0.0,0.0,0.0,0.0,0.0,9.003139e-09,0.0,0.0,0.0,0.0,0.0
10000,1.4415979e-08,0.0,0.0,0.0,0.0,0.0,1.7054482e-08,0.0,0.0,0.0,0.0,0.0
20000,1.8336445e-08,0.0,2.3380028e-10,2.8338052e-11,5.335166e-11,0.0,2.126152e-08,0.0,3.4440935e-09,4.1744558e-10,7.85919e-10,0.0
30000,2.2395076e-08,1.6899285e-10,1.0043508e-09,1.2222569e-10,4.3588813e-10,2.5480368e-10,2.4181395e-08,2.3958873e-09,7.0662347e-09,8.59934e-10,3.320994e-09,3.6124659e-09
40000,2.5381619e-08,3.4994208e-10,7.9380386e-10,9.64713e-11,6.142826e-10,8.0422485e-10,2.6201713e-08,3.410811e-09,6.3005374e-09,7.657173e-10,4.4384563e-09,6.3833365e-09
50000,2.904146e-08,3.7959882e-10,2.8659278e-10,3.4872404e-11,5.3493654e-10,1.1631727e-09,2.7507811e-08,3.5508128e-09,3.8015395e-09,4.626334e-10,4.4681556e-09,7.649572e-09
60000,3.2679132e-08,4.1552975e-10,9.351011e-10,1.13635185e-10,7.236342e-10,3.1576905e-10,2.8301768e-08,3.6982157e-09,6.8284107e-09,8.298721e-10,4.80891e-09,4.019083e-09
70000,3.5007663e-08,2.2187245e-10,1.4032292e-13,5.064072e-16,2.6633423e-10,9.945326e-10,2.8901376e-08,2.6816742e-09,1.7441873e-12,6.3037784e-15,3.314215e-09,7.1025124e-09
80000,3.6698914e-08,2.2966272e-10,1.002892e-09,1.2185929e-10,5.029239e-10,1.0158737e-09,2.930383e-08,2.7172589e-09,7.066361e-09,8.587925e-10,3.7097072e-09,7.1592425e-09
90000,4.0211418e-08,1.11924385e-11,3.617825e-10,4.3814653e-11,8.277103e-11,1.4839515e-09,2.900499e-08,1.3227822e-10,4.2770467e-09,5.184075e-10,9.759809e-10,8.575653e-09
100000,2.1765445e-08,6.720784e-12,3.8299847e-10,4.6584993e-11,8.794554e-11,1.1685513e-09,2.9507751e-08,1.08910506e-10,4.3895727e-09,5.3419624e-10,1.0063305e-09,7.674893e-09
110000,3.3794688e-08,1.1207627e-11,3.9805987e-13,1.6922663e-15,3.472053e-13,6.1410166e-10,3.1253236e-08,1.4628222e-10,5.144673e-12,2.20913e-14,4.5367937e-12,5.659713e-09
120000,3.4567254e-08,1.1969107e-11,1.1953709e-09,1.4526617e-10,2.7402117e-10,1.1697259e-11,3.148208e-08,1.5515086e-10,7.697343e-09,9.357979e-10,1.7625708e-09,1.4215991e-10
130000,3.5892317e-08,1.2755087e-11,3.080067e-10,3.7411137e-11,7.095108e-11,1.2488991e-09,3.165964e-08,1.6287259e-10,3.9365005e-09,4.7906196e-10,9.024615e-10,7.916023e-09
140000,3.781532e-08,1.3588441e-11,6.4274003e-10,7.81349e-11,1.4774906e-10,1.6444013e-09,3.1592727e-08,1.6965838e-10,5.6701075e-09,6.900394e-10,1.2998822e-09,9.087318e-09
150000,3.824207e-08,1.5738544e-11,3.2390585e-10,3.9318524e-11,7.468926e-11,2.6338638e-09,3.183105e-08,1.7312539e-10,4.0349066e-09,4.9103926e-10,9.250244e-10,1.1357153e-08
160000,4.056116e-08,1.4542e-11,6.8344846e-10,8.289123e-11,1.5682e-10,1.7349151e-09,3.1535556e-08,1.7599446e-10,5.8508847e-09,7.1060346e-10,1.3381998e-09,9.2952614e-09
170000,4.1870642e-08,1.4844199e-11,7.0072964e-10,8.514205e-11,1.611914e-10,1.7783489e-09,3.1439722e-08,1.7703242e-10,5.9153837e-09,7.1989387e-10,1.3561079e-09,9.390974e-09
180000,4.2975802e-08,1.4973803e-11,1.4078041e-12,6.482154e-15,8.905783e-13,2.909448e-09,3.1307234e-08,1.765114e-10,1.4625164e-11,7.5116684e-14,1.0561982e-11,1.1887987e-08
190000,4.483225e-08,1.530826e-11,3.8261788e-10,4.5315234e-11,8.6008006e-11,2.264481e-09,3.0774423e-08,1.7647213e-10,4.318027e-09,5.2540106e-10,9.897717e-10,1.0557195e-08
200000,2.374688e-08,8.190172e-12,1.5179511e-12,7.723284e-15,5.5187257e-13,1.1803747e-09,3.149186e-08,1.2490262e-10,1.6605125e-11,8.8044514e-14,8.911239e-12,7.703221e-09
210000,3.7712432e-08,1.2206538e-11,1.4758436e-12,7.610384e-15,9.400831e-13,1.0576932e-09,3.297194e-08,1.5399923e-10,1.7344511e-11,9.593551e-14,1.198518e-11,7.026001e-09
220000,3.8916504e-08,1.2201594e-11,1.8834415e-12,9.863015e-15,1.014463e-12,6.059299e-12,3.2652792e-08,1.5116323e-10,1.9213096e-11,1.07582136e-13,1.2810665e-11,5.7718132e-11
230000,3.9302705e-08,1.2607365e-11,3.3572964e-10,3.9306898e-11,7.4517885e-11,6.4912463e-12,3.286946e-08,1.4778015e-10,4.012845e-09,4.879594e-10,9.1924046e-10,6.183487e-11
240000,3.9861632e-08,1.17293016e-11,3.2492234e-10,3.9324963e-11,7.521743e-11,3.3466582e-10,3.2952148e-08,1.4389467e-10,4.03487e-09,4.910387e-10,9.2506136e-10,4.0946624e-09
250000,4.10922e-08,1.1658061e-11,1.9717676e-12,1.14143695e-14,1.2434468e-12,6.802831e-10,3.2752556e-08,1.4096306e-10,2.299617e-11,1.3949013e-13,1.5304528e-11,5.845703e-09
260000,4.2263146e-08,1.1668618e-11,6.830109e-10,8.286366e-11,1.5741453e-10,7.128797e-10,3.2629195e-08,1.3795376e-10,5.836452e-09,7.1029765e-10,1.3380349e-09,5.9611884e-09
270000,4.3001886e-08,1.1356901e-11,3.4746223e-10,4.200297e-11,8.051514e-11,1.4206025e-09,3.249367e-08,1.3400162e-10,4.1689185e-09,5.0735505e-10,9.558149e-10,8.402173e-09
280000,4.3862062e-08,1.1228924e-11,7.068607e-10,8.574272e-11,1.6300201e-10,1.8041882e-09,3.249494e-08,1.3050026e-10,5.935497e-09,7.2235307e-10,1.3607434e-09,9.42045e-09
290000,4.4928463e-08,1.106937e-11,3.6308787e-10,4.3795856e-11,8.406537e-11,2.5789264e-09,3.2236297e-08,1.2702658e-10,4.25602e-09,5.1796145e-10,9.758088e-10,1.12270735e-08
300000,2.4636368e-08,5.764535e-12,1.83168e-10,2.295278e-11,4.4980724e-11,1.426103e-09,3.237986e-08,8.986722e-11,2.8996963e-09,3.7049971e-10,7.123232e-10,8.316789e-09
