mcsteps,1,2,3,4,5,6,7,8,9,10
390000,93.0,0.0,4.0,4.0,0.0,0.0,11.0,0.0,7.0,5.0
400000,93.0,10.0,92.0,14.0,0.0,0.0,22.0,1.0,7.0,15.0
410000,93.0,4.0,33.0,6.0,0.0,0.0,13.0,0.0,3.0,9.0
420000,93.0,4.0,28.0,6.0,0.0,0.0,13.0,1.0,4.0,9.0
430000,93.0,3.0,18.0,6.0,0.0,0.0,15.0,2.0,3.0,9.0
440000,93.0,3.0,15.0,6.0,0.0,0.0,14.0,2.0,4.0,9.0
450000,93.0,3.0,13.0,6.0,0.0,0.0,11.0,3.0,6.0,9.0
460000,93.0,3.0,11.0,6.0,0.0,0.0,12.0,1.0,9.0,9.0
470000,93.0,3.0,10.0,6.0,0.0,0.0,11.0,1.0,9.0,7.0
480000,93.0,2.0,6.0,6.0,0.0,0.0,12.0,0.0,10.0,7.0
490000,93.0,0.0,2.0,6.0,0.0,0.0,10.0,3.0,10.0,7.0
500000,93.0,10.0,90.0,16.0,0.0,0.0,21.0,1.0,13.0,17.0
510000,93.0,5.0,32.0,8.0,0.0,0.0,10.0,0.0,1.0,11.0
520000,93.0,5.0,27.0,8.0,0.0,0.0,9.0,4.0,1.0,11.0
530000,93.0,5.0,22.0,8.0,0.0,0.0,9.0,1.0,5.0,11.0
540000,93.0,4.0,17.0,7.0,0.0,0.0,10.0,0.0,6.0,11.0
550000,93.0,3.0,10.0,7.0,0.0,0.0,13.0,1.0,6.0,11.0
560000,93.0,3.0,7.0,5.0,0.0,0.0,11.0,3.0,6.0,10.0
570000,93.0,1.0,6.0,5.0,1.0,0.0,10.0,2.0,9.0,10.0
580000,93.0,0.0,3.0,5.0,0.0,0.0,9.0,1.0,11.0,10.0
590000,93.0,0.0,1.0,5.0,0.0,0.0,9.0,1.0,12.0,10.0
600000,93.0,9.0,89.0,15.0,1.0,0.0,21.0,0.0,13.0,20.0
610000,93.0,2.0,28.0,5.0,0.0,0.0,10.0,0.0,0.0,12.0
620000,93.0,2.0,24.0,5.0,0.0,0.0,12.0,2.0,0.0,11.0
630000,93.0,2.0,18.0,5.0,0.0,0.0,13.0,1.0,3.0,11.0
640000,93.0,1.0,14.0,5.0,1.0,0.0,14.0,1.0,4.0,11.0
650000,93.0,1.0,10.0,5.0,1.0,0.0,15.0,0.0,5.0,11.0
660000,93.0,0.0,8.0,5.0,2.0,0.0,13.0,3.0,5.0,11.0
670000,93.0,0.0,6.0,5.0,2.0,0.0,11.0,2.0,8.0,11.0
680000,93.0,0.0,4.0,5.0,1.0,0.0,11.0,0.0,11.0,11.0
690000,93.0,0.0,3.0,5.0,1.0,0.0,12.0,0.0,11.0,11.0
700000,93.0,10.0,96.0,15.0,0.0,0.0,17.0,2.0,11.0,21.0
710000,93.0,6.0,46.0,7.0,0.0,0.0,8.0,1.0,0.0,9.0
720000,93.0,5.0,32.0,7.0,1.0,0.0,14.0,1.0,1.0,9.0
730000,93.0,5.0,26.0,7.0,1.0,0.0,17.0,1.0,3.0,9.0
740000,93.0,5.0,18.0,7.0,1.0,0.0,12.0,4.0,6.0,8.0
750000,93.0,4.0,14.0,7.0,1.0,0.0,11.0,1.0,10.0,8.0
760000,93.0,2.0,11.0,7.0,2.0,0.0,9.0,3.0,11.0,8.0
770000,93.0,2.0,8.0,7.0,2.0,0.0,9.0,0.0,14.0,8.0
780000,93.0,2.0,6.0,7.0,2.0,0.0,10.0,0.0,14.0,8.0
790000,93.0,1.0,5.0,7.0,1.0,0.0,9.0,1.0,13.0,7.0
800000,93.0,10.0,88.0,17.0,1.0,0.0,25.0,1.0,14.0,16.0
810000,93.0,4.0,35.0,9.0,1.0,0.0,9.0,1.0,0.0,9.0
820000,93.0,2.0,30.0,9.0,1.0,0.0,12.0,1.0,1.0,9.0
830000,93.0,2.0,28.0,8.0,1.0,0.0,12.0,2.0,2.0,9.0
840000,93.0,2.0,26.0,7.0,1.0,0.0,11.0,1.0,4.0,8.0
850000,93.0,1.0,20.0,7.0,1.0,0.0,11.0,1.0,6.0,8.0
860000,93.0,1.0,15.0,6.0,1.0,0.0,11.0,1.0,7.0,9.0
870000,93.0,0.0,10.0,6.0,1.0,0.0,10.0,2.0,8.0,9.0
880000,93.0,0.0,7.0,6.0,1.0,0.0,11.0,1.0,10.0,9.0
890000,93.0,0.0,3.0,6.0,0.0,0.0,10.0,2.0,11.0,9.0
900000,93.0,9.0,85.0,16.0,1.0,0.0,26.0,0.0,15.0,19.0
910000,93.0,5.0,38.0,7.0,1.0,0.0,12.0,0.0,0.0,8.0
920000,93.0,3.0,26.0,6.0,1.0,0.0,18.0,2.0,0.0,8.0
930000,93.0,2.0,19.0,6.0,1.0,0.0,19.0,1.0,2.0,7.0
940000,93.0,1.0,16.0,6.0,1.0,0.0,16.0,1.0,4.0,6.0
950000,93.0,0.0,9.0,5.0,1.0,0.0,16.0,3.0,5.0,6.0
960000,93.0,0.0,6.0,5.0,1.0,0.0,14.0,3.0,8.0,6.0
970000,93.0,0.0,5.0,5.0,1.0,0.0,13.0,1.0,11.0,6.0
980000,93.0,0.0,2.0,5.0,0.0,0.0,11.0,2.0,12.0,6.0
990000,93.0,0.0,2.0,5.0,0.0,0.0,9.0,2.0,14.0,6.0
1000000,93.0,10.0,92.0,15.0,0.0,0.0,18.0,0.0,17.0,16.0
