mcsteps,1,2,3,4,5,6,7,8,9,10
240000,106.0,3.0,15.0,6.0,2.0,0.0,13.0,1.0,4.0,7.0
250000,106.0,2.0,13.0,6.0,2.0,0.0,13.0,1.0,6.0,7.0
260000,106.0,2.0,7.0,6.0,1.0,0.0,12.0,1.0,8.0,6.0
270000,106.0,1.0,5.0,6.0,1.0,0.0,12.0,1.0,9.0,6.0
280000,106.0,1.0,4.0,6.0,0.0,0.0,11.0,0.0,10.0,6.0
290000,106.0,0.0,1.0,6.0,0.0,0.0,9.0,2.0,7.0,6.0
300000,106.0,9.0,89.0,16.0,1.0,0.0,20.0,0.0,6.0,16.0
310000,106.0,6.0,37.0,8.0,1.0,0.0,4.0,1.0,2.0,9.0
320000,106.0,5.0,23.0,8.0,2.0,0.0,11.0,0.0,3.0,9.0
330000,106.0,5.0,16.0,7.0,2.0,0.0,15.0,1.0,1.0,9.0
340000,106.0,4.0,11.0,7.0,1.0,0.0,17.0,1.0,2.0,9.0
350000,106.0,3.0,7.0,7.0,1.0,0.0,15.0,3.0,3.0,9.0
360000,106.0,1.0,4.0,7.0,1.0,0.0,16.0,1.0,5.0,9.0
370000,106.0,1.0,2.0,6.0,0.0,0.0,12.0,4.0,6.0,9.0
380000,106.0,1.0,2.0,6.0,0.0,0.0,11.0,0.0,10.0,9.0
390000,106.0,1.0,2.0,6.0,0.0,0.0,9.0,1.0,9.0,8.0
400000,106.0,10.0,79.0,16.0,1.0,0.0,30.0,2.0,10.0,18.0
410000,106.0,4.0,29.0,10.0,0.0,0.0,13.0,3.0,1.0,7.0
420000,106.0,3.0,24.0,10.0,0.0,0.0,13.0,4.0,3.0,7.0
430000,106.0,3.0,16.0,9.0,0.0,0.0,19.0,1.0,7.0,7.0
440000,106.0,1.0,11.0,9.0,0.0,0.0,17.0,1.0,7.0,7.0
450000,106.0,1.0,7.0,9.0,0.0,0.0,18.0,0.0,8.0,7.0
460000,106.0,1.0,4.0,9.0,0.0,0.0,16.0,2.0,9.0,7.0
470000,106.0,0.0,3.0,9.0,0.0,0.0,15.0,2.0,11.0,7.0
480000,106.0,0.0,3.0,8.0,0.0,0.0,11.0,2.0,14.0,6.0
490000,106.0,0.0,2.0,8.0,0.0,0.0,10.0,0.0,17.0,6.0
500000,106.0,9.0,89.0,18.0,1.0,0.0,22.0,1.0,17.0,16.0
510000,106.0,5.0,39.0,11.0,0.0,0.0,8.0,0.0,2.0,10.0
520000,106.0,4.0,32.0,11.0,1.0,0.0,8.0,1.0,2.0,10.0
530000,106.0,3.0,23.0,10.0,1.0,0.0,12.0,1.0,3.0,10.0
540000,106.0,2.0,19.0,9.0,1.0,0.0,12.0,2.0,5.0,10.0
550000,106.0,1.0,16.0,9.0,0.0,0.0,10.0,2.0,7.0,10.0
560000,106.0,1.0,9.0,9.0,0.0,0.0,12.0,0.0,6.0,10.0
570000,106.0,1.0,7.0,8.0,0.0,0.0,12.0,0.0,6.0,10.0
580000,106.0,1.0,3.0,8.0,0.0,0.0,12.0,2.0,6.0,10.0
590000,106.0,0.0,3.0,8.0,0.0,0.0,11.0,0.0,9.0,10.0
600000,106.0,10.0,86.0,18.0,0.0,0.0,25.0,2.0,10.0,19.0
610000,106.0,4.0,29.0,8.0,0.0,0.0,13.0,1.0,0.0,9.0
620000,106.0,3.0,22.0,8.0,0.0,0.0,14.0,1.0,2.0,9.0
630000,106.0,3.0,15.0,8.0,0.0,0.0,17.0,0.0,3.0,9.0
640000,106.0,3.0,13.0,8.0,0.0,0.0,16.0,2.0,3.0,9.0
650000,106.0,3.0,8.0,8.0,0.0,0.0,14.0,3.0,5.0,9.0
660000,106.0,1.0,4.0,8.0,1.0,0.0,13.0,0.0,9.0,9.0
670000,106.0,0.0,4.0,8.0,2.0,0.0,12.0,1.0,9.0,9.0
680000,106.0,0.0,1.0,8.0,1.0,0.0,12.0,2.0,10.0,8.0
690000,106.0,0.0,0.0,7.0,1.0,0.0,11.0,1.0,12.0,9.0
700000,106.0,9.0,84.0,17.0,1.0,0.0,24.0,3.0,13.0,19.0
710000,106.0,4.0,28.0,9.0,3.0,0.0,12.0,1.0,0.0,6.0
720000,106.0,3.0,21.0,9.0,2.0,0.0,16.0,1.0,1.0,6.0
730000,106.0,3.0,11.0,8.0,2.0,0.0,20.0,3.0,1.0,6.0
740000,106.0,2.0,8.0,7.0,2.0,0.0,19.0,1.0,5.0,6.0
750000,106.0,1.0,6.0,6.0,2.0,0.0,18.0,2.0,6.0,6.0
760000,106.0,1.0,3.0,6.0,2.0,0.0,17.0,3.0,9.0,6.0
770000,106.0,0.0,1.0,6.0,1.0,0.0,13.0,4.0,12.0,6.0
780000,106.0,0.0,0.0,6.0,1.0,0.0,11.0,2.0,16.0,6.0
790000,106.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,16.0,6.0
800000,106.0,10.0,82.0,14.0,0.0,0.0,27.0,0.0,17.0,17.0
810000,106.0,7.0,25.0,6.0,0.0,0.0,10.0,1.0,2.0,8.0
820000,106.0,5.0,21.0,5.0,2.0,0.0,10.0,3.0,3.0,9.0
830000,106.0,3.0,18.0,4.0,3.0,0.0,7.0,2.0,6.0,9.0
840000,106.0,1.0,15.0,4.0,4.0,0.0,7.0,0.0,8.0,9.0
850000,106.0,1.0,10.0,4.0,3.0,0.0,8.0,0.0,9.0,8.0
860000,106.0,0.0,8.0,4.0,3.0,0.0,8.0,0.0,10.0,8.0
870000,106.0,0.0,4.0,4.0,3.0,0.0,8.0,0.0,10.0,8.0
880000,106.0,0.0,3.0,4.0,1.0,0.0,5.0,3.0,10.0,7.0
890000,106.0,0.0,1.0,4.0,0.0,0.0,3.0,2.0,13.0,7.0
900000,106.0,8.0,77.0,13.0,2.0,0.0,27.0,0.0,15.0,18.0
910000,106.0,3.0,30.0,4.0,2.0,0.0,13.0,2.0,1.0,7.0
920000,106.0,2.0,21.0,4.0,3.0,0.0,16.0,3.0,3.0,7.0
930000,106.0,0.0,18.0,3.0,4.0,0.0,13.0,3.0,7.0,8.0
940000,106.0,0.0,16.0,3.0,4.0,0.0,11.0,2.0,12.0,7.0
950000,106.0,0.0,12.0,3.0,4.0,0.0,10.0,3.0,13.0,6.0
960000,106.0,0.0,9.0,3.0,3.0,0.0,8.0,2.0,16.0,6.0
970000,106.0,0.0,8.0,3.0,2.0,0.0,6.0,1.0,19.0,6.0
980000,106.0,0.0,6.0,3.0,0.0,0.0,6.0,1.0,20.0,5.0
990000,106.0,0.0,3.0,3.0,0.0,0.0,6.0,1.0,21.0,5.0
1000000,106.0,7.0,85.0,13.0,3.0,0.0,22.0,1.0,21.0,15.0
