mcsteps,1,2,3,4,5,6,7,8,9,10
0,75.0,125.0,145.0,20.0,4.0,0.0,28.0,0.0,0.0,12.0
10000,75.0,47.0,53.0,10.0,3.0,0.0,12.0,3.0,0.0,9.0
20000,75.0,42.0,42.0,10.0,3.0,0.0,16.0,0.0,3.0,9.0
30000,75.0,34.0,36.0,10.0,5.0,0.0,22.0,0.0,0.0,9.0
40000,75.0,24.0,33.0,9.0,4.0,0.0,18.0,5.0,0.0,9.0
50000,75.0,20.0,24.0,9.0,4.0,0.0,16.0,2.0,6.0,9.0
60000,75.0,18.0,18.0,9.0,3.0,0.0,15.0,2.0,2.0,9.0
70000,75.0,12.0,13.0,9.0,0.0,0.0,16.0,1.0,4.0,9.0
80000,75.0,7.0,11.0,9.0,1.0,0.0,14.0,1.0,5.0,9.0
90000,75.0,1.0,7.0,9.0,0.0,0.0,13.0,2.0,4.0,8.0
100000,75.0,11.0,94.0,19.0,0.0,0.0,24.0,2.0,3.0,18.0
110000,75.0,6.0,37.0,9.0,0.0,0.0,10.0,0.0,0.0,5.0
120000,75.0,5.0,28.0,8.0,0.0,0.0,13.0,0.0,0.0,5.0
130000,75.0,4.0,21.0,8.0,0.0,0.0,14.0,1.0,0.0,5.0
140000,75.0,3.0,17.0,8.0,1.0,0.0,14.0,2.0,1.0,5.0
150000,75.0,2.0,14.0,8.0,1.0,0.0,15.0,0.0,2.0,5.0
160000,75.0,2.0,13.0,8.0,1.0,0.0,14.0,1.0,2.0,5.0
170000,75.0,2.0,8.0,8.0,0.0,0.0,13.0,2.0,3.0,5.0
180000,75.0,1.0,6.0,8.0,0.0,0.0,10.0,3.0,6.0,4.0
190000,75.0,0.0,4.0,8.0,0.0,0.0,8.0,3.0,7.0,4.0
200000,75.0,10.0,96.0,18.0,0.0,0.0,16.0,0.0,10.0,14.0
210000,75.0,5.0,33.0,10.0,0.0,0.0,6.0,1.0,0.0,11.0
220000,75.0,5.0,21.0,10.0,0.0,0.0,13.0,0.0,1.0,11.0
230000,75.0,4.0,16.0,10.0,0.0,0.0,16.0,2.0,1.0,9.0
240000,75.0,4.0,13.0,10.0,0.0,0.0,15.0,4.0,3.0,9.0
250000,75.0,3.0,11.0,10.0,0.0,0.0,15.0,2.0,7.0,9.0
260000,75.0,3.0,9.0,9.0,0.0,0.0,10.0,4.0,10.0,9.0
270000,75.0,2.0,7.0,9.0,0.0,0.0,9.0,1.0,14.0,9.0
280000,75.0,1.0,4.0,8.0,0.0,0.0,8.0,1.0,14.0,10.0
290000,75.0,0.0,4.0,8.0,0.0,0.0,8.0,0.0,15.0,10.0
300000,75.0,9.0,91.0,18.0,1.0,0.0,21.0,0.0,13.0,20.0
310000,75.0,3.0,39.0,10.0,1.0,0.0,11.0,0.0,7.0,8.0
320000,75.0,3.0,33.0,10.0,1.0,0.0,15.0,1.0,3.0,8.0
330000,75.0,2.0,30.0,10.0,1.0,0.0,12.0,2.0,4.0,8.0
340000,75.0,2.0,26.0,9.0,1.0,0.0,14.0,0.0,7.0,8.0
350000,75.0,2.0,17.0,9.0,1.0,0.0,14.0,5.0,7.0,8.0
360000,75.0,2.0,12.0,9.0,1.0,0.0,12.0,3.0,12.0,8.0
370000,75.0,1.0,8.0,9.0,1.0,0.0,13.0,1.0,15.0,8.0
380000,75.0,0.0,5.0,9.0,0.0,0.0,11.0,2.0,16.0,8.0
390000,75.0,0.0,4.0,8.0,0.0,0.0,9.0,1.0,18.0,8.0
400000,75.0,9.0,93.0,17.0,1.0,0.0,19.0,0.0,20.0,19.0
410000,75.0,2.0,31.0,8.0,1.0,0.0,7.0,0.0,7.0,10.0
420000,75.0,2.0,25.0,8.0,1.0,0.0,10.0,0.0,7.0,10.0
430000,75.0,0.0,17.0,8.0,1.0,0.0,14.0,0.0,3.0,10.0
440000,75.0,0.0,10.0,8.0,0.0,0.0,15.0,0.0,0.0,10.0
450000,75.0,0.0,8.0,8.0,0.0,0.0,15.0,0.0,1.0,10.0
460000,75.0,0.0,4.0,8.0,0.0,0.0,13.0,1.0,1.0,10.0
470000,75.0,0.0,4.0,8.0,0.0,0.0,12.0,0.0,2.0,10.0
480000,75.0,0.0,3.0,8.0,0.0,0.0,11.0,1.0,3.0,10.0
490000,75.0,0.0,1.0,8.0,0.0,0.0,9.0,2.0,5.0,10.0
500000,75.0,9.0,88.0,18.0,1.0,0.0,22.0,0.0,7.0,20.0
510000,75.0,3.0,33.0,7.0,1.0,0.0,11.0,0.0,0.0,10.0
520000,75.0,3.0,24.0,6.0,1.0,0.0,10.0,3.0,0.0,9.0
530000,75.0,3.0,20.0,6.0,1.0,0.0,10.0,2.0,3.0,9.0
540000,75.0,3.0,17.0,6.0,1.0,0.0,11.0,1.0,5.0,9.0
550000,75.0,3.0,13.0,6.0,1.0,0.0,9.0,2.0,7.0,8.0
560000,75.0,3.0,11.0,5.0,0.0,0.0,10.0,1.0,9.0,8.0
570000,75.0,2.0,9.0,5.0,1.0,0.0,8.0,3.0,10.0,8.0
580000,75.0,0.0,4.0,5.0,1.0,0.0,8.0,1.0,12.0,7.0
590000,75.0,0.0,1.0,5.0,1.0,0.0,8.0,1.0,13.0,6.0
600000,75.0,10.0,85.0,15.0,0.0,0.0,24.0,0.0,14.0,16.0
610000,75.0,2.0,38.0,7.0,0.0,0.0,17.0,0.0,0.0,3.0
620000,75.0,2.0,31.0,7.0,0.0,0.0,16.0,3.0,0.0,3.0
630000,75.0,2.0,24.0,6.0,0.0,0.0,18.0,2.0,3.0,4.0
640000,75.0,1.0,22.0,6.0,0.0,0.0,14.0,3.0,5.0,4.0
650000,75.0,1.0,19.0,6.0,0.0,0.0,14.0,2.0,8.0,3.0
660000,75.0,0.0,14.0,6.0,0.0,0.0,18.0,1.0,10.0,3.0
670000,75.0,0.0,11.0,6.0,0.0,0.0,18.0,1.0,10.0,3.0
680000,75.0,0.0,7.0,5.0,0.0,0.0,21.0,1.0,10.0,3.0
690000,75.0,0.0,4.0,5.0,0.0,0.0,21.0,2.0,11.0,3.0
700000,75.0,9.0,88.0,15.0,1.0,0.0,34.0,1.0,14.0,13.0
710000,75.0,2.0,32.0,11.0,1.0,0.0,18.0,0.0,0.0,7.0
720000,75.0,2.0,25.0,10.0,0.0,0.0,16.0,2.0,0.0,6.0
730000,75.0,2.0,18.0,10.0,0.0,0.0,20.0,2.0,2.0,6.0
740000,75.0,2.0,14.0,9.0,0.0,0.0,18.0,3.0,5.0,6.0
750000,75.0,2.0,11.0,9.0,0.0,0.0,15.0,5.0,8.0,6.0
760000,75.0,1.0,6.0,9.0,0.0,0.0,14.0,2.0,13.0,6.0
770000,75.0,1.0,4.0,9.0,0.0,0.0,14.0,1.0,15.0,5.0
780000,75.0,0.0,2.0,9.0,1.0,0.0,13.0,2.0,16.0,5.0
790000,75.0,0.0,0.0,9.0,1.0,0.0,12.0,2.0,18.0,5.0
800000,75.0,8.0,82.0,19.0,2.0,0.0,27.0,2.0,21.0,14.0
810000,75.0,3.0,29.0,9.0,1.0,0.0,14.0,2.0,0.0,3.0
820000,75.0,2.0,23.0,9.0,1.0,0.0,15.0,0.0,2.0,3.0
830000,75.0,2.0,18.0,9.0,1.0,0.0,17.0,0.0,3.0,3.0
840000,75.0,2.0,13.0,9.0,1.0,0.0,12.0,4.0,4.0,3.0
850000,75.0,1.0,10.0,9.0,2.0,0.0,10.0,3.0,8.0,2.0
860000,75.0,1.0,9.0,8.0,1.0,0.0,9.0,1.0,11.0,2.0
870000,75.0,0.0,8.0,8.0,1.0,0.0,10.0,0.0,12.0,2.0
880000,75.0,0.0,6.0,8.0,1.0,0.0,9.0,0.0,12.0,1.0
890000,75.0,0.0,5.0,8.0,1.0,0.0,9.0,0.0,12.0,1.0
900000,75.0,9.0,86.0,18.0,1.0,0.0,27.0,1.0,12.0,11.0
910000,75.0,3.0,30.0,4.0,1.0,0.0,20.0,1.0,0.0,4.0
920000,75.0,3.0,25.0,4.0,1.0,0.0,21.0,2.0,1.0,4.0
930000,75.0,2.0,21.0,4.0,2.0,0.0,20.0,1.0,5.0,4.0
940000,75.0,1.0,13.0,4.0,2.0,0.0,25.0,0.0,7.0,4.0
950000,75.0,1.0,10.0,4.0,2.0,0.0,25.0,1.0,7.0,4.0
960000,75.0,1.0,2.0,4.0,2.0,0.0,26.0,2.0,8.0,3.0
970000,75.0,1.0,0.0,4.0,2.0,0.0,24.0,2.0,10.0,3.0
980000,75.0,1.0,0.0,4.0,0.0,0.0,20.0,3.0,13.0,3.0
990000,75.0,0.0,0.0,3.0,0.0,0.0,15.0,4.0,17.0,4.0
1000000,75.0,9.0,84.0,13.0,1.0,0.0,30.0,1.0,21.0,14.0
