mcsteps,1,2,3,4,5,6,7,8,9,10
910000,92.0,4.0,30.0,10.0,2.0,0.0,13.0,0.0,0.0,10.0
920000,92.0,4.0,18.0,10.0,2.0,0.0,17.0,3.0,1.0,10.0
930000,92.0,3.0,18.0,10.0,3.0,0.0,15.0,0.0,5.0,10.0
940000,92.0,2.0,11.0,10.0,3.0,0.0,19.0,1.0,6.0,10.0
950000,92.0,2.0,7.0,10.0,3.0,0.0,21.0,1.0,7.0,10.0
960000,92.0,0.0,4.0,10.0,3.0,0.0,21.0,1.0,8.0,10.0
970000,92.0,0.0,1.0,10.0,1.0,0.0,18.0,1.0,11.0,10.0
980000,92.0,0.0,0.0,10.0,1.0,0.0,17.0,0.0,11.0,10.0
990000,92.0,0.0,0.0,10.0,0.0,0.0,14.0,3.0,11.0,10.0
1000000,92.0,10.0,88.0,19.0,0.0,0.0,21.0,4.0,14.0,20.0
