mcsteps,1,2,3,4,5,6,7,8,9,10
460000,111.0,3.0,12.0,5.0,2.0,0.0,17.0,1.0,7.0,8.0
470000,111.0,2.0,9.0,5.0,2.0,0.0,15.0,2.0,8.0,8.0
480000,111.0,1.0,5.0,5.0,3.0,0.0,13.0,2.0,10.0,8.0
490000,111.0,1.0,3.0,5.0,2.0,0.0,11.0,2.0,12.0,8.0
500000,111.0,10.0,91.0,15.0,0.0,0.0,19.0,4.0,13.0,18.0
510000,111.0,5.0,36.0,9.0,0.0,0.0,8.0,1.0,2.0,7.0
520000,111.0,1.0,29.0,9.0,1.0,0.0,9.0,3.0,3.0,7.0
530000,111.0,1.0,22.0,9.0,1.0,0.0,10.0,2.0,6.0,7.0
540000,111.0,0.0,19.0,9.0,2.0,0.0,11.0,0.0,8.0,7.0
550000,111.0,0.0,15.0,8.0,2.0,0.0,11.0,2.0,9.0,7.0
560000,111.0,0.0,12.0,7.0,2.0,0.0,8.0,2.0,10.0,7.0
570000,111.0,0.0,10.0,6.0,2.0,0.0,9.0,0.0,11.0,7.0
580000,111.0,0.0,7.0,6.0,1.0,0.0,8.0,2.0,11.0,7.0
590000,111.0,0.0,5.0,6.0,0.0,0.0,8.0,0.0,14.0,7.0
600000,111.0,9.0,90.0,16.0,1.0,0.0,23.0,0.0,14.0,17.0
610000,111.0,4.0,43.0,10.0,3.0,0.0,12.0,0.0,1.0,7.0
620000,111.0,4.0,30.0,10.0,3.0,0.0,18.0,0.0,1.0,6.0
630000,111.0,3.0,22.0,10.0,4.0,0.0,21.0,2.0,1.0,6.0
640000,111.0,1.0,17.0,10.0,2.0,0.0,21.0,1.0,3.0,6.0
650000,111.0,1.0,13.0,10.0,2.0,0.0,20.0,1.0,5.0,6.0
660000,111.0,1.0,10.0,10.0,1.0,0.0,18.0,1.0,6.0,6.0
670000,111.0,1.0,8.0,10.0,0.0,0.0,12.0,5.0,9.0,6.0
680000,111.0,1.0,5.0,10.0,0.0,0.0,14.0,1.0,14.0,6.0
690000,111.0,1.0,4.0,9.0,0.0,0.0,12.0,2.0,15.0,7.0
700000,111.0,9.0,92.0,19.0,2.0,0.0,22.0,2.0,16.0,17.0
710000,111.0,3.0,27.0,10.0,2.0,0.0,12.0,0.0,0.0,10.0
720000,111.0,2.0,22.0,9.0,2.0,0.0,12.0,4.0,0.0,11.0
730000,111.0,2.0,19.0,9.0,1.0,0.0,13.0,1.0,5.0,11.0
740000,111.0,2.0,14.0,9.0,1.0,0.0,13.0,2.0,6.0,10.0
750000,111.0,2.0,11.0,9.0,1.0,0.0,14.0,1.0,8.0,10.0
760000,111.0,1.0,5.0,9.0,1.0,0.0,17.0,1.0,9.0,10.0
770000,111.0,0.0,5.0,9.0,1.0,0.0,16.0,1.0,10.0,10.0
780000,111.0,0.0,5.0,9.0,1.0,0.0,13.0,2.0,11.0,8.0
790000,111.0,0.0,4.0,8.0,1.0,0.0,11.0,2.0,13.0,8.0
800000,111.0,9.0,100.0,18.0,1.0,0.0,12.0,2.0,16.0,17.0
810000,111.0,4.0,28.0,8.0,1.0,0.0,6.0,1.0,1.0,9.0
820000,111.0,3.0,25.0,7.0,1.0,0.0,9.0,0.0,2.0,10.0
830000,111.0,3.0,19.0,6.0,1.0,0.0,13.0,1.0,2.0,9.0
840000,111.0,2.0,13.0,6.0,1.0,0.0,13.0,3.0,3.0,9.0
850000,111.0,1.0,10.0,5.0,1.0,0.0,11.0,2.0,6.0,9.0
860000,111.0,1.0,8.0,5.0,1.0,0.0,10.0,1.0,9.0,9.0
870000,111.0,1.0,6.0,5.0,0.0,0.0,9.0,2.0,11.0,9.0
880000,111.0,0.0,5.0,5.0,0.0,0.0,9.0,1.0,13.0,9.0
890000,111.0,0.0,3.0,4.0,0.0,0.0,10.0,0.0,14.0,9.0
900000,111.0,9.0,88.0,14.0,1.0,0.0,25.0,0.0,13.0,19.0
910000,111.0,3.0,28.0,3.0,1.0,0.0,9.0,1.0,0.0,10.0
920000,111.0,2.0,25.0,2.0,2.0,0.0,10.0,0.0,1.0,10.0
930000,111.0,2.0,19.0,2.0,2.0,0.0,10.0,0.0,3.0,10.0
940000,111.0,2.0,12.0,2.0,1.0,0.0,12.0,2.0,3.0,10.0
950000,111.0,2.0,12.0,2.0,1.0,0.0,9.0,1.0,6.0,10.0
960000,111.0,2.0,9.0,2.0,1.0,0.0,7.0,2.0,8.0,10.0
970000,111.0,1.0,8.0,2.0,0.0,0.0,8.0,0.0,10.0,10.0
980000,111.0,0.0,7.0,2.0,1.0,0.0,7.0,1.0,11.0,9.0
990000,111.0,0.0,7.0,2.0,1.0,0.0,5.0,2.0,11.0,9.0
1000000,111.0,10.0,94.0,12.0,0.0,0.0,17.0,1.0,13.0,19.0
